postid,posttypeid,parentid,creationdate,score,title,"replace(body, '""', '&quot;')"
200877,2,1711,"2008-10-14 12:04:58",9,NULL,"<p><img src=&quot;http://ecx.images-amazon.com/images/I/51HCJ5R42KL._SL500_BO2,204,203,200_AA219_PIsitb-sticker-dp-arrow,TopRight,-24,-23_SH20_OU02_.jpg&quot; alt=&quot;Discrete Mathematics For Computer Scientists&quot; /></p>&#xA;&#xA;<p><a href=&quot;http://rads.stackoverflow.com/amzn/click/0201360616&quot; rel=&quot;nofollow&quot;>Discrete Mathematics For Computer Scientists</a> by J.K. Truss.</p>&#xA;&#xA;<p>While this doesn't teach you programming, it teaches you fundamental mathematics that every programmer should know. You may remember this stuff from university, but really, doing predicate logic will improve you programming skills, you need to learn Set Theory if you want to program using collections.</p>&#xA;&#xA;<p>There really is a lot of interesting information in here that can get you thinking about problems in different ways. It's handy to have, just to pick up once in a while to learn something new.</p>&#xA;"
215195,2,1711,"2008-10-18 15:55:54",1,NULL,"<p>If you write code in C then Expert C Programming is an eye opener. It has answers to all the things you wondered why it works this way. Peter Van Der Linden has a great writing style and makes arcane concepts very readable. A must read for all C developers</p>&#xA;"
238388,2,1711,"2008-10-26 18:15:46",7,NULL,"<p><a href=&quot;http://rads.stackoverflow.com/amzn/click/0812972155&quot; rel=&quot;nofollow&quot;>Masters of doom.</a> As far as motivation and love for your profession go: it won't get any better than what's been described in this book, truthfully inspiring story!</p>&#xA;"
249265,2,1711,"2008-10-30 04:23:11",1,NULL,"<p>Fortran IV with Watfor and Watfiv by Cress, Dirkson and Graham.</p>&#xA;&#xA;<p>This book taught me my first programming language that I programmed onto punch cards at the time. After 3 years, the book was all tatters because I had used it so much. </p>&#xA;&#xA;<p><img src=&quot;http://g-ecx.images-amazon.com/images/G/01/ciu/4b/83/245d9833e7a03768eaf63110._AA240_.L.jpg&quot; alt=&quot;alt text&quot; /></p>&#xA;&#xA;<p>Fortran was a great language! It had a super optimizer and produced very fast code. It is still very popular in Great Britain and FTN95 is now a very full-featured and capable compiler. I sometimes wish I could have continued to use it, but Delphi is a more than adequate replacement.</p>&#xA;"
263750,2,1711,"2008-11-04 22:40:29",4,NULL,"<p>Nobody seems to have mentioned Stroustup's <a href=&quot;http://www.research.att.com/~bs/3rd.html&quot; rel=&quot;nofollow&quot;>The C++ Programming Language</a> which is a great book that every C++ programmer should read.</p>&#xA;&#xA;<p>I also think that <a href=&quot;http://rads.stackoverflow.com/amzn/click/0321278658&quot; rel=&quot;nofollow&quot;>Extreme Programming Explained: Embrace Change</a> should be read by every programmer and manager. Many of the ideas in the book are common knowledge now but the book gives an intelligent and inspiring account of the pursuit of quality in software engineering.</p>&#xA;&#xA;<p>I would second the recommendations for Knuth and Gang of Four which are classics.</p>&#xA;"
283721,2,1711,"2008-11-12 11:56:11",3,NULL,"<p><a href=&quot;http://rads.stackoverflow.com/amzn/click/0131489062&quot; rel=&quot;nofollow&quot;>Applying UML and Patterns</a> by Craig Larman.</p>&#xA;&#xA;<p>The title of the book is slightly misleading; it does deal with UML and patterns, but it covers so much more. The subtitle of the book tells you a bit more: An Introduction to Object-Oriented Analysis and Design and Iterative Development.</p>&#xA;"
290363,2,1711,"2008-11-14 15:12:42",1,NULL,"<p><a href=&quot;http://allwrong.wordpress.com/2008/11/14/mini-book-review-graphics-programming-in-windows-charles-petzold/&quot; rel=&quot;nofollow&quot;>Graphics Programming in Windows</a> is difficult to fault.</p>&#xA;"
301122,2,1711,"2008-11-19 05:57:40",9,NULL,"<p><a href=&quot;http://rads.stackoverflow.com/amzn/click/0812906748&quot; rel=&quot;nofollow&quot;>Systemantics: How Systems Work and Especially How They Fail</a>. Get it used cheap. But you might not get the humor until you've worked on a few failed projects.</p>&#xA;&#xA;<p>The beauty of the book is the copyright year.</p>&#xA;&#xA;<p>Probably the most profound takeaway &quot;law&quot; presented in the book:</p>&#xA;&#xA;<p><em>The Fundamental Failure-Mode Theorem (F.F.T.): Complex systems usually operate in failure mode.</em></p>&#xA;&#xA;<p>The idea being that there are failing parts in any given piece of software that are masked by failures in other parts or by validations in other parts. See a real-world example at the <a href=&quot;http://en.wikipedia.org/wiki/Therac-25&quot; rel=&quot;nofollow&quot;>Therac-25 radiation machine</a>, whose software flaws were masked by hardware failsafes. When the hardware failsafes were removed, the software race condition that had gone undetected all those years resulted in the machine killing 3 people.</p>&#xA;"
304171,2,1711,"2008-11-20 02:31:39",4,NULL,"<p><a href=&quot;http://rads.stackoverflow.com/amzn/click/0201433079&quot; rel=&quot;nofollow&quot;>Advanced Programming in the UNIX Environment</a> by W. Richard Stevens.</p>&#xA;"
334872,2,1711,"2008-12-02 18:02:19",6,NULL,"<p>As I started out developing in Java (and am still doing so to this very day) I'd have to recommend the outstanding work in the field: <a href=&quot;http://www.mrbunny.com/&quot; rel=&quot;nofollow&quot;>Mr Bunny's Big Cup o' Java</a>.</p>&#xA;&#xA;<p>From the author's blurb:</p>&#xA;&#xA;<blockquote>&#xA;  <p>There is simply no better way to learn Java than to have the pineal gland of an expert Java programmer surgically implanted in your brain. Sadly, most HMOs refuse to pay for this career saving procedure, deeming Java to be too experimental. At last there is an alternative treatment for those of us who cannot wait for sweeping health care reforms.</p>&#xA;  &#xA;  <p>Mr. Bunny’s Big Cup O’ Java is recommended by n out of ten doctors, where n is any integer you wish to make up to impress an astoundingly gullible public. The book begins with an overview of the book, and quickly expands into the book itself. Just look at the topics covered:</p>&#xA;  &#xA;  <ul>&#xA;  <li>Java</li>&#xA;  </ul>&#xA;  &#xA;  <p>In short, MBBCOJ will teach you all you need to know for a successful career in today’s rabbit development environments.</p>&#xA;</blockquote>&#xA;&#xA;<p>The insight into pixels alone would have cut years off my software developing life.</p>&#xA;"
345603,2,1711,"2008-12-06 00:18:06",1,NULL,"<p>Etudes for Programmers by Charles Wetherell, More Programming Pearls (Jon Bently), </p>&#xA;"
371191,2,1711,"2008-12-16 12:43:15",9,NULL,"<p>Definitively Software Craftsmanship                                                                                </p>&#xA;&#xA;<p><img src=&quot;http://ecx.images-amazon.com/images/I/5186JKTDVWL._SL500_AA240_.jpg&quot; alt=&quot;alt text&quot;></p>&#xA;&#xA;<p>This book explains a lot of things about software engineering, system development. It's also extremly useful to understand the difference between different kind of product developement: web VS shrinkwrap VS IBM framework. What people had in mind when they conceived waterfall model? Read this and all we'll become clear (hopefully)</p>&#xA;"
378301,2,1711,"2008-12-18 16:00:29",3,NULL,"<p>For me it was <a href=&quot;http://rads.stackoverflow.com/amzn/click/0201715945&quot; rel=&quot;nofollow&quot;>Design Patterns Explained</a> it provided an 'Oh that's how it works' moment for me in regards to design patterns and has been very useful when teaching design patterns to others.</p>&#xA;"
378761,2,1711,"2008-12-18 18:34:49",1,NULL,"<p><strong>The Scelbi-Byte Primer</strong></p>&#xA;&#xA;<p>I pored over the source code listings in this book many times until, one day, I suddenly grokked 8080 assembly language programming.</p>&#xA;"
386338,2,1711,"2008-12-22 14:15:31",0,NULL,"<p><a href=&quot;http://rads.stackoverflow.com/amzn/click/1878739069&quot; rel=&quot;nofollow&quot;>Object-Oriented Programming in Turbo C++</a>.  Not super popular, but it was the one that got me started, and was the first book that really helped me grok what an object was.  Read this one waaaay back in high school.  It sort of brings a tear to my eye...</p>&#xA;"
413817,2,1711,"2009-01-05 17:14:58",1,NULL,"<ul>&#xA;<li><a href=&quot;http://rads.stackoverflow.com/amzn/click/1576104257&quot; rel=&quot;nofollow&quot;>Game Architecture and Design: Learn the Best Practices for Game Design and Programming</a> </li>&#xA;</ul>&#xA;&#xA;<p>Even though i've never programmed a game this book helped me understand a lot of things in a fun way.</p>&#xA;"
413824,2,1711,"2009-01-05 17:16:14",1,NULL,"<ul>&#xA;<li><a href=&quot;http://rads.stackoverflow.com/amzn/click/1861004958&quot; rel=&quot;nofollow&quot;>Professional JSP 2nd Edition</a></li>&#xA;</ul>&#xA;&#xA;<p>I bough this when I was a complete newbie and took me from only knowing that Java existed to a reliable team member in a short time</p>&#xA;"
440028,2,1711,"2009-01-13 17:50:49",1,NULL,"<p>Still a worthwhile classic is the <a href=&quot;http://homepage.mac.com/bradster/iarchitect/shame.htm&quot; rel=&quot;nofollow&quot;>Interface Hall of Shame</a>. This website detailed a huge assortment of interface design faux pas that is quite entertaining. The original iarchitect.com no longer exists, but others have re-established the HOS on their own websites.</p>&#xA;"
444828,2,1711,"2009-01-14 21:46:58",1,NULL,"<p>I'll add a couple that I haven't seen here that are influential for me:</p>&#xA;&#xA;<ul>&#xA;<li>Yourdon and Constantine, &quot;Structured Design&quot;. Everything you need to know about software design is in here, if you're willing to dig for it a little.</li>&#xA;<li>Leonard Koren, &quot;Wabi-Sabi: for Artists, Designers, Poets &amp; Philosophers&quot;. A pragmatic philosophy balancing beauty and pragmatism. </li>&#xA;</ul>&#xA;"
471147,2,1711,"2009-01-22 22:41:11",5,NULL,"<p>Not the most influential, but worth a look is <a href=&quot;http://rads.stackoverflow.com/amzn/click/0436205823&quot; rel=&quot;nofollow&quot;>Youth</a> by J.M.Coetzee.</p>&#xA;&#xA;<p>The narrator of Youth, a student in the South Africa of the 1950s, has long been plotting an escape from his native country: from the stifling love of his mother, from a father whose failures haunt him, and from what he is sure is impending revolution. Studying mathematics, reading poetry, saving money, he tries to ensure that when he arrives in the real world, wherever that may be, he will be prepared to experience life to its full intensity, and transform it into art. Arriving at last in London, however, he finds neither poetry nor romance. Instead he succumbs to the monotony of life as a computer programmer, from which random, loveless affairs offer no relief. Devoid of inspiration, he stops writing. An awkward colonial, a constitutional outsider, he begins a dark pilgrimage in which he is continually tested and continually found wanting.</p>&#xA;&#xA;<p><img src=&quot;http://img440.imageshack.us/img440/5140/youthgd4.jpg&quot; alt=&quot;youth cover&quot; /></p>&#xA;"
562308,2,1711,"2009-02-18 18:32:58",1,NULL,"<p><a href=&quot;http://rads.stackoverflow.com/amzn/click/069111966X&quot; rel=&quot;nofollow&quot;>How to Solve It: A new aspect of mathematical method</a>&#xA;Although not directly related to computer programming but it does teach you the art of problem solving and that's what computer programming is all about.</p>&#xA;"
633289,2,1711,"2009-03-11 04:06:23",0,NULL,"<p><a href=&quot;http://rads.stackoverflow.com/amzn/click/0470261293&quot; rel=&quot;nofollow&quot;>Beginning C# 3.0: An Introduction to Object Oriented Programming</a> </p>&#xA;&#xA;<p>This is the book for those who want to understand the whys and hows of OOP using C# 3.0. You don't want to miss it. </p>&#xA;"
639909,2,1711,"2009-03-12 18:31:29",2,NULL,"<p>I'm reading now <a href=&quot;http://rads.stackoverflow.com/amzn/click/0135974445&quot; rel=&quot;nofollow&quot;>Agile Software Development, Principles, Patterns and Practices</a>. For those interested in XP and Object-Oriented Design, this is a classic reading.</p>&#xA;&#xA;<p></p>&#xA;"
664822,2,1711,"2009-03-20 02:45:42",7,NULL,"<p>Here's an excellent book that is not as widely applauded, but is full of deep insight: <a href=&quot;http://rads.stackoverflow.com/amzn/click/0321482751&quot; rel=&quot;nofollow&quot;>Agile Software Development: The Cooperative Game</a>, by Alistair Cockburn. </p>&#xA;&#xA;<p>What's so special about it? Well, clearly everyone has heard the term &quot;Agile&quot;, and it seems most are believers these days. Whether you believe or not, though, there are some deep principles behind why the Agile movement exists. This book uncovers and articulates these principles in a precise, scientific way. Some of the principles are (btw, these are my words, not Alistair's):</p>&#xA;&#xA;<ol>&#xA;<li>The hardest thing about team software development is getting everyone's brains to have the same understanding. We are building huge, elaborate, complex systems which are invisible in the tangible world. The better you are at getting more peoples' brains to share deeper understanding, the more effective your team will be at software development. <strong>This is the underlying reason that pair programming makes sense. Most people dismiss it (and I did too initially), but with this principle in mind I highly recommend that you give it another shot. You wind up with TWO people who deeply understand the subsystem you just built ... there aren't many other ways to get such a deep information transfer so quickly. It is like a Vulcan mind meld.</strong></li>&#xA;<li>You don't always need words to communicate deep understanding quickly. And a corollary: too many words, and you exceed the listener/reader's capacity, meaning the understanding transfer you're attempting does not happen. Consider that children learn how to speak language by being &quot;immersed&quot; and &quot;absorbing&quot;. Not just language either ... he gives the example of some kids playing with trains on the floor. Along comes another kid who has never even <strong>SEEN</strong> a train before ... but by watching the other kids, he picks up the gist of the game and plays right along. This happens all the time between humans. This along with the corollary about too many words helps you see how misguided it was in the old &quot;waterfall&quot; days to try to write 700 page detailed requirements specifications.</li>&#xA;</ol>&#xA;&#xA;<p>There is so much more in there too. I'll shut up now, but I HIGHLY recommend this book!</p>&#xA;"
793395,2,1711,"2009-04-27 13:02:06",4,NULL,"<p>Three books come to mind for me.</p>&#xA;&#xA;<ul>&#xA;<li>The Art of Unix Programming by Eric S. Raymond.</li>&#xA;<li>The Wizardry Compiled by Rick Cook.</li>&#xA;<li>The Art of Computer Programming by Donald Knuth.</li>&#xA;</ul>&#xA;&#xA;<p>I also love the writing of <a href=&quot;http://www.paulgraham.com&quot; rel=&quot;nofollow&quot;>Paul Graham.</a></p>&#xA;"
793399,2,1711,"2009-04-27 13:04:38",1,NULL,"<p>An introduction to GW Basic. With out it I never would have learned how to program and any other books wouldn't have done me any good.</p>&#xA;"
793437,2,1711,"2009-04-27 13:14:32",0,NULL,"<p><a href=&quot;http://search.barnesandnoble.com/Ivor-Hortons-Beginning-Visual-C-2008/Ivor-Horton/e/9780470225905/?itm=2&quot; rel=&quot;nofollow&quot;>Beginning Visual C++</a></p>&#xA;&#xA;<p>When I first started programming in a OOP languages, I found this book not only to be a comprehensive book about C++ and MFC, it was also has one of the best explanations of Object Oriented concepts I've seen.  </p>&#xA;&#xA;<p>When I talk to developers who are just starting out programming in an object oriented language, I tell them to read this book.</p>&#xA;"
